42,28,21,9,48,11,60,61,3,0,0,0,0,0
48,60,11,61,3,0,0,0,0,0,0,0,0,0
60,28,4,21,38,41,3,11,0,0,0,0,0,0
21,35,60,0,0,0,0,0,0,0,0,0,0,0
48,28,61,60,35,38,0,0,0,0,0,0,0,0
48,60,18,50,38,0,0,0,0,0,0,0,0,0
60,21,11,7,9,0,0,0,0,0,0,0,0,0
21,13,11,25,55,41,0,0,0,0,0,0,0,0
48,60,20,61,0,0,0,0,0,0,0,0,0,0
48,4,28,60,0,0,0,0,0,0,0,0,0,0
60,56,4,0,0,0,0,0,0,0,0,0,0,0
4,20,48,60,53,11,3,0,0,0,0,0,0,0
48,53,38,29,42,0,0,0,0,0,0,0,0,0
48,35,60,57,53,38,41,51,22,0,0,0,0,0
41,60,9,48,16,11,51,0,0,0,0,0,0,0
60,21,57,38,48,53,11,0,0,0,0,0,0,0
52,48,62,7,11,61,29,0,0,0,0,0,0,0
61,60,11,41,29,44,21,2,20,0,0,0,0,0
11,60,48,17,10,12,4,0,0,0,0,0,0,0
60,35,21,11,48,53,61,55,4,0,0,0,0,0
29,49,48,0,0,0,0,0,0,0,0,0,0,0
11,60,14,48,61,25,44,0,0,0,0,0,0,0
11,49,13,60,0,0,0,0,0,0,0,0,0,0
11,14,59,49,41,48,4,51,35,0,0,0,0,0
48,60,11,24,14,28,18,42,49,0,0,0,0,0
41,60,35,48,14,29,0,0,0,0,0,0,0,0
53,48,35,60,11,3,9,4,41,18,0,0,0,0
24,51,35,0,0,0,0,0,0,0,0,0,0,0
48,27,49,3,0,0,0,0,0,0,0,0,0,0
60,35,28,24,48,11,41,51,42,0,0,0,0,0
48,11,61,60,14,12,42,28,0,0,0,0,0,0
42,11,14,0,0,0,0,0,0,0,0,0,0,0
11,60,51,59,0,0,0,0,0,0,0,0,0,0
9,60,11,44,17,48,0,0,0,0,0,0,0,0
48,11,60,4,24,0,0,0,0,0,0,0,0,0
48,14,61,11,4,44,2,28,62,53,0,0,0,0
11,60,59,48,17,0,0,0,0,0,0,0,0,0
48,41,3,60,62,35,11,0,0,0,0,0,0,0
11,14,28,0,0,0,0,0,0,0,0,0,0,0
11,48,42,9,60,0,0,0,0,0,0,0,0,0
60,21,61,11,0,0,0,0,0,0,0,0,0,0
11,60,29,55,0,0,0,0,0,0,0,0,0,0
12,49,17,11,42,0,0,0,0,0,0,0,0,0
11,60,35,51,48,14,0,0,0,0,0,0,0,0
29,48,60,3,11,4,0,0,0,0,0,0,0,0
11,51,48,52,0,0,0,0,0,0,0,0,0,0
42,60,48,17,11,41,14,0,0,0,0,0,0,0
48,28,3,17,44,60,21,11,35,0,0,0,0,0
21,11,60,17,14,51,42,0,0,0,0,0,0,0
11,60,48,62,0,0,0,0,0,0,0,0,0,0
28,48,60,10,11,9,0,0,0,0,0,0,0,0
11,60,35,51,49,14,0,0,0,0,0,0,0,0
21,18,0,0,0,0,0,0,0,0,0,0,0,0
17,11,60,48,28,35,59,0,0,0,0,0,0,0
11,62,18,8,10,0,0,0,0,0,0,0,0,0
61,48,14,17,21,0,0,0,0,0,0,0,0,0
21,8,11,0,0,0,0,0,0,0,0,0,0,0
11,60,48,53,52,51,0,0,0,0,0,0,0,0
48,60,11,41,0,0,0,0,0,0,0,0,0,0
48,60,22,18,0,0,0,0,0,0,0,0,0,0
48,9,51,0,0,0,0,0,0,0,0,0,0,0
11,60,41,48,0,0,0,0,0,0,0,0,0,0
44,11,60,25,17,55,0,0,0,0,0,0,0,0
60,11,14,0,0,0,0,0,0,0,0,0,0,0
48,35,60,4,21,3,11,0,0,0,0,0,0,0
60,11,35,48,17,61,28,42,9,0,0,0,0,0
13,37,25,19,11,55,0,0,0,0,0,0,0,0
18,49,17,0,0,0,0,0,0,0,0,0,0,0
48,11,0,0,0,0,0,0,0,0,0,0,0,0
51,28,48,0,0,0,0,0,0,0,0,0,0,0
60,28,11,48,21,0,0,0,0,0,0,0,0,0
28,60,48,11,14,24,0,0,0,0,0,0,0,0
60,35,11,38,48,0,0,0,0,0,0,0,0,0
48,11,53,61,0,0,0,0,0,0,0,0,0,0
11,61,53,60,35,38,48,42,0,0,0,0,0,0
61,41,10,53,42,11,17,60,14,48,0,0,0,0
48,7,18,61,60,11,0,0,0,0,0,0,0,0
11,51,60,38,35,12,48,9,17,0,0,0,0,0
21,11,12,41,60,61,35,0,0,0,0,0,0,0
53,60,41,3,35,51,11,48,0,0,0,0,0,0
51,48,11,0,0,0,0,0,0,0,0,0,0,0
9,51,35,21,0,0,0,0,0,0,0,0,0,0
58,60,11,14,61,29,0,0,0,0,0,0,0,0
60,48,7,0,0,0,0,0,0,0,0,0,0,0
11,51,60,17,48,0,0,0,0,0,0,0,0,0
51,42,49,48,41,0,0,0,0,0,0,0,0,0
60,48,51,0,0,0,0,0,0,0,0,0,0,0
48,9,24,60,18,35,11,3,61,49,0,0,0,0
9,11,48,61,60,35,0,0,0,0,0,0,0,0
18,60,41,11,53,21,0,0,0,0,0,0,0,0
9,60,48,51,11,28,0,0,0,0,0,0,0,0
42,35,61,60,11,17,0,0,0,0,0,0,0,0
42,48,61,17,11,9,28,25,0,0,0,0,0,0
51,11,17,48,60,29,0,0,0,0,0,0,0,0
38,48,0,0,0,0,0,0,0,0,0,0,0,0
53,60,50,48,14,11,28,52,0,0,0,0,0,0
60,14,53,48,57,62,29,0,0,0,0,0,0,0
51,60,42,48,9,11,28,53,0,0,0,0,0,0
61,60,48,41,0,0,0,0,0,0,0,0,0,0
48,22,57,53,61,0,0,0,0,0,0,0,0,0
60,21,0,0,0,0,0,0,0,0,0,0,0,0
19,44,11,21,60,25,29,14,1,2,0,0,0,0
48,35,11,53,4,60,21,61,9,0,0,0,0,0
44,11,28,0,0,0,0,0,0,0,0,0,0,0
9,51,12,0,0,0,0,0,0,0,0,0,0,0
60,35,0,0,0,0,0,0,0,0,0,0,0,0
48,61,12,60,26,7,11,28,14,0,0,0,0,0
60,11,9,48,53,3,0,0,0,0,0,0,0,0
60,48,61,4,35,0,0,0,0,0,0,0,0,0
61,48,11,0,0,0,0,0,0,0,0,0,0,0
11,58,60,48,42,35,0,0,0,0,0,0,0,0
11,61,60,2,0,0,0,0,0,0,0,0,0,0
35,60,48,21,11,61,42,0,0,0,0,0,0,0
17,48,61,11,52,35,51,0,0,0,0,0,0,0
48,35,61,60,11,0,0,0,0,0,0,0,0,0
3,25,2,0,0,0,0,0,0,0,0,0,0,0
60,42,28,21,11,4,0,0,0,0,0,0,0,0
11,48,62,61,21,3,0,0,0,0,0,0,0,0
28,17,11,60,61,42,48,0,0,0,0,0,0,0
11,48,12,35,60,61,28,52,0,0,0,0,0,0
60,48,11,28,61,35,17,9,21,12,42,0,0,0
3,48,21,35,11,60,9,17,41,52,61,37,0,0
48,60,14,11,12,61,49,35,3,0,0,0,0,0
60,43,41,11,14,0,0,0,0,0,0,0,0,0
48,9,11,0,0,0,0,0,0,0,0,0,0,0
11,51,17,60,20,12,3,28,9,21,25,0,0,0
21,60,55,11,61,14,62,28,0,0,0,0,0,0
11,51,53,60,17,21,0,0,0,0,0,0,0,0
14,21,11,60,20,44,26,41,0,0,0,0,0,0
51,17,11,60,24,0,0,0,0,0,0,0,0,0
9,11,60,48,24,49,51,0,0,0,0,0,0,0
60,61,48,0,0,0,0,0,0,0,0,0,0,0
60,57,11,61,48,44,42,2,17,0,0,0,0,0
35,9,28,17,12,49,0,0,0,0,0,0,0,0
60,24,48,21,14,0,0,0,0,0,0,0,0,0
60,29,21,11,41,0,0,0,0,0,0,0,0,0
60,21,48,61,49,11,25,0,0,0,0,0,0,0
24,21,11,35,42,3,51,49,48,0,0,0,0,0
11,60,48,51,0,0,0,0,0,0,0,0,0,0
11,17,42,44,52,48,18,21,0,0,0,0,0,0
60,11,59,42,51,48,10,0,0,0,0,0,0,0
42,60,9,61,48,0,0,0,0,0,0,0,0,0
60,51,48,17,61,0,0,0,0,0,0,0,0,0
35,28,11,0,0,0,0,0,0,0,0,0,0,0
